"SampleID","Antigen","MFI"
2220,"PvCSS",85
2220,"LF005",80
2220,"LF010",44
2220,"RBP2b.P87",59
2220,"LF016",47
2220,"MSP8",387
2050,"EBP",7475
2050,"PTEX150",525
2050,"PvCSS",636
2050,"LF005",151
2050,"LF010",5644
2050,"RBP2b.P87",1781.5
2050,"LF016",83
2050,"MSP8",149
2309,"EBP",1414
2309,"PTEX150",1052
2309,"PvCSS",840.5
2309,"LF005",248.5
2309,"LF010",7341.5
2309,"RBP2b.P87",998
2309,"LF016",189
2309,"MSP8",1063
2310,"EBP",56
2310,"PTEX150",388
2310,"PvCSS",118
2310,"LF005",64.5
2310,"LF010",48
2310,"RBP2b.P87",93
2310,"LF016",56
2310,"MSP8",2014
2311,"EBP",56
2311,"PTEX150",121.5
2311,"PvCSS",76
2311,"LF005",81
2311,"LF010",52
2311,"RBP2b.P87",73
2311,"LF016",71
2311,"MSP8",223.5
2308,"EBP",5247.5
2308,"PTEX150",1126
2308,"PvCSS",5027
2308,"LF005",379.5
2308,"LF010",2542
2308,"RBP2b.P87",1712
2308,"LF016",9470
2308,"MSP8",333.5
2252,"EBP",49
2252,"PTEX150",110
2252,"PvCSS",57
2252,"LF005",61
2252,"LF010",52.5
2252,"RBP2b.P87",59
2252,"LF016",66.5
2252,"MSP8",52
1921,"EBP",2492
1921,"PTEX150",65
1921,"PvCSS",464
1921,"LF005",111.5
1921,"LF010",59
1921,"RBP2b.P87",1146
1921,"LF016",230.5
1921,"MSP8",673
1909,"EBP",1426.5
1909,"PTEX150",480
1909,"PvCSS",1555
1909,"LF005",583.5
1909,"LF010",2342
1909,"RBP2b.P87",1025
1909,"LF016",2003
1909,"MSP8",701.5
1908,"EBP",1142
1908,"PTEX150",160
1908,"PvCSS",311
1908,"LF005",167
1908,"LF010",1471
1908,"RBP2b.P87",1089.5
1908,"LF016",188.5
1908,"MSP8",1549.5
1982,"EBP",2163.5
1982,"PTEX150",550
1982,"PvCSS",82
1982,"LF005",146
1982,"LF010",709
1982,"RBP2b.P87",152
1982,"LF016",73
1982,"MSP8",75
2048,"EBP",60
2048,"PTEX150",274
2048,"PvCSS",124
2048,"LF005",62
2048,"LF010",103
2048,"RBP2b.P87",122.5
2048,"LF016",52
2048,"MSP8",771
2042,"EBP",6854
2042,"PTEX150",750
2042,"PvCSS",3151
2042,"LF005",1135.5
2042,"LF010",1407
2042,"RBP2b.P87",4766
2042,"LF016",1686
2042,"MSP8",2558
2041,"EBP",20589
2041,"PTEX150",914.5
2041,"PvCSS",1265
2041,"LF005",2081
2041,"LF010",19369
2041,"RBP2b.P87",10047
2041,"LF016",12304
2041,"MSP8",7498.5
2036,"EBP",4398
2036,"PTEX150",192
2036,"PvCSS",327
2036,"LF005",5543
2036,"LF010",4149
2036,"RBP2b.P87",1008
2036,"LF016",1977.5
2036,"MSP8",465
2024,"EBP",7806
2024,"PTEX150",349
2024,"PvCSS",4325.5
2024,"LF005",956
2024,"LF010",13575
2024,"RBP2b.P87",2694
2024,"LF016",782
2024,"MSP8",792
1906,"EBP",24
1906,"PTEX150",15
1906,"PvCSS",27
1906,"LF005",25
1906,"LF010",42
1906,"RBP2b.P87",15.5
1906,"LF016",17
1906,"MSP8",23
1907,"EBP",39
1907,"PTEX150",107
1907,"PvCSS",50
1907,"LF005",54
1907,"LF010",57.5
1907,"RBP2b.P87",45
1907,"LF016",45
1907,"MSP8",81
1919,"EBP",4412
1919,"PTEX150",523
1919,"PvCSS",7955
1919,"LF005",3141.5
1919,"LF010",29618.5
1919,"RBP2b.P87",7527
1919,"LF016",14146
1919,"MSP8",3540
1920,"EBP",126
1920,"PTEX150",69.5
1920,"PvCSS",36.5
1920,"LF005",43
1920,"LF010",109
1920,"RBP2b.P87",78
1920,"LF016",99.5
1920,"MSP8",49
1959,"EBP",57
1959,"PTEX150",106
1959,"PvCSS",57.5
1959,"LF005",85.5
1959,"LF010",131
1959,"RBP2b.P87",331
1959,"LF016",6755
1959,"MSP8",710
2255,"EBP",24
2255,"PTEX150",15
2255,"PvCSS",26
2255,"LF005",24
2255,"LF010",41
2255,"RBP2b.P87",15
2255,"LF016",17
2255,"MSP8",24
2406,"EBP",8905
2406,"PTEX150",563
2406,"PvCSS",658
2406,"LF005",435.5
2406,"LF010",25037
2406,"RBP2b.P87",9196
2406,"LF016",14627.5
2406,"MSP8",6297
2464,"EBP",61
2464,"PTEX150",62.5
2464,"PvCSS",52
2464,"LF005",803
2464,"LF010",89.5
2464,"RBP2b.P87",44
2464,"LF016",346
2464,"MSP8",78
2465,"EBP",240
2465,"PTEX150",345
2465,"PvCSS",117.5
2465,"LF005",451
2465,"LF010",261
2465,"RBP2b.P87",50
2465,"LF016",44
2465,"MSP8",126
2291,"EBP",1195.5
2291,"PTEX150",94
2291,"PvCSS",341
2291,"LF005",77.5
2291,"LF010",143
2291,"RBP2b.P87",221.5
2291,"LF016",51
2291,"MSP8",474
2284,"EBP",39
2284,"PTEX150",263
2284,"PvCSS",102
2284,"LF005",77.5
2284,"LF010",115.5
2284,"RBP2b.P87",37
2284,"LF016",35
2284,"MSP8",93
2282,"EBP",39
2282,"PTEX150",98.5
2282,"PvCSS",195
2282,"LF005",56
2282,"LF010",62.5
2282,"RBP2b.P87",32
2282,"LF016",30
2282,"MSP8",66
2283,"EBP",53
2283,"PTEX150",121
2283,"PvCSS",202
2283,"LF005",599
2283,"LF010",60
2283,"RBP2b.P87",48
2283,"LF016",59
2283,"MSP8",61
2025,"EBP",1854
2025,"PTEX150",1282
2025,"PvCSS",834.5
2025,"LF005",94
2025,"LF010",2976
2025,"RBP2b.P87",608
2025,"LF016",392
2025,"MSP8",340
1977,"EBP",116
1977,"PTEX150",56
1977,"PvCSS",188
1977,"LF005",33
1977,"LF010",213
1977,"RBP2b.P87",69
1977,"LF016",90
1977,"MSP8",76
1935,"EBP",1868
1935,"PTEX150",162
1935,"PvCSS",106
1935,"LF005",394.5
1935,"LF010",5389
1935,"RBP2b.P87",378
1935,"LF016",1696
1935,"MSP8",707
1926,"EBP",4047.5
1926,"PTEX150",125
1926,"PvCSS",502
1926,"LF005",265
1926,"LF010",4691
1926,"RBP2b.P87",1447
1926,"LF016",103
1926,"MSP8",620.5
2046,"EBP",9784
2046,"PTEX150",1146.5
2046,"PvCSS",333
2046,"LF005",939
2046,"LF010",16158
2046,"RBP2b.P87",5986.5
2046,"LF016",2885
2046,"MSP8",3273
2047,"EBP",837
2047,"PTEX150",93
2047,"PvCSS",55
2047,"LF005",79
2047,"LF010",170
2047,"RBP2b.P87",182
2047,"LF016",129
2047,"MSP8",78
1923,"EBP",5155
1923,"PTEX150",884
1923,"PvCSS",5342
1923,"LF005",176
1923,"LF010",7915.5
1923,"RBP2b.P87",1470
1923,"LF016",2394
1923,"MSP8",1469.5
1915,"EBP",34
1915,"PTEX150",72
1915,"PvCSS",34
1915,"LF005",34
1915,"LF010",48
1915,"RBP2b.P87",26
1915,"LF016",133
1915,"MSP8",165
1953,"EBP",36
1953,"PTEX150",53
1953,"PvCSS",44
1953,"LF005",44
1953,"LF010",52
1953,"RBP2b.P87",33.5
1953,"LF016",32
1953,"MSP8",64
1983,"EBP",40
1983,"PTEX150",46
1983,"PvCSS",140
1983,"LF005",34
1983,"LF010",48
1983,"RBP2b.P87",24
1983,"LF016",27
1983,"MSP8",38
2134,"EBP",8823.5
2134,"PTEX150",1614
2134,"PvCSS",16742
2134,"LF005",442
2134,"LF010",20562
2134,"RBP2b.P87",5199
2134,"LF016",2690
2134,"MSP8",5554
2122,"EBP",1055
2122,"PTEX150",199
2122,"PvCSS",79
2122,"LF005",42
2122,"LF010",54
2122,"RBP2b.P87",609
2122,"LF016",124
2122,"MSP8",179.5
2394,"EBP",2209
2394,"PTEX150",449
2394,"PvCSS",195
2394,"LF005",137.5
2394,"LF010",3502
2394,"RBP2b.P87",1385
2394,"LF016",3358
2394,"MSP8",312
2272,"EBP",13510.5
2272,"PTEX150",279
2272,"PvCSS",369
2272,"LF005",334
2272,"LF010",10603.5
2272,"RBP2b.P87",5435
2272,"LF016",5742
2272,"MSP8",1574
2438,"EBP",1124.5
2438,"PTEX150",95
2438,"PvCSS",143
2438,"LF005",211.5
2438,"LF010",4879
2438,"RBP2b.P87",275.5
2438,"LF016",371
2438,"MSP8",337
1013,"EBP",905
1013,"PTEX150",410
1013,"PvCSS",211
1013,"LF005",84
1013,"LF010",170
1013,"RBP2b.P87",969
1013,"LF016",2808
1013,"MSP8",319
1014,"EBP",584.5
1014,"PTEX150",170
1014,"PvCSS",832
1014,"LF005",59
1014,"LF010",3590
1014,"RBP2b.P87",220
1014,"LF016",494
1014,"MSP8",6869.5
1015,"EBP",279.5
1015,"PTEX150",118
1015,"PvCSS",287
1015,"LF005",61.5
1015,"LF010",134
1015,"RBP2b.P87",1358
1015,"LF016",2538.5
1015,"MSP8",1283
1016,"EBP",63.5
1016,"PTEX150",247
1016,"PvCSS",59.5
1016,"LF005",91
1016,"LF010",60
1016,"RBP2b.P87",47
1016,"LF016",177.5
1016,"MSP8",141
1017,"EBP",46
1017,"PTEX150",89
1017,"PvCSS",145
1017,"LF005",431.5
1017,"LF010",92
1017,"RBP2b.P87",39
1017,"LF016",1817.5
1017,"MSP8",526
1018,"EBP",44
1018,"PTEX150",64
1018,"PvCSS",55
1018,"LF005",209
1018,"LF010",61
1018,"RBP2b.P87",37.5
1018,"LF016",59
1018,"MSP8",169
1019,"EBP",42
1019,"PTEX150",119.5
1019,"PvCSS",49
1019,"LF005",62
1019,"LF010",63
1019,"RBP2b.P87",32
1019,"LF016",438
1019,"MSP8",174
1020,"EBP",3193
1020,"PTEX150",73
1020,"PvCSS",168.5
1020,"LF005",180.5
1020,"LF010",7165
1020,"RBP2b.P87",1271
1020,"LF016",649
1020,"MSP8",278
1021,"EBP",9261
1021,"PTEX150",472
1021,"PvCSS",367
1021,"LF005",7295.5
1021,"LF010",9812.5
1021,"RBP2b.P87",3035
1021,"LF016",15973
1021,"MSP8",5059
1022,"EBP",305
1022,"PTEX150",158.5
1022,"PvCSS",584
1022,"LF005",2055
1022,"LF010",1048
1022,"RBP2b.P87",23.5
1022,"LF016",17029.5
1022,"MSP8",1051.5
1023,"EBP",29
1023,"PTEX150",105
1023,"PvCSS",45
1023,"LF005",37
1023,"LF010",44
1023,"RBP2b.P87",24
1023,"LF016",189
1023,"MSP8",51
1024,"EBP",34
1024,"PTEX150",36
1024,"PvCSS",35
1024,"LF005",32
1024,"LF010",46
1024,"RBP2b.P87",21
1024,"LF016",26
1024,"MSP8",32
1025,"EBP",113
1025,"PTEX150",66
1025,"PvCSS",144
1025,"LF005",50
1025,"LF010",850
1025,"RBP2b.P87",59
1025,"LF016",270
1025,"MSP8",1325.5
1026,"EBP",66
1026,"PTEX150",737.5
1026,"PvCSS",62
1026,"LF005",91
1026,"LF010",137.5
1026,"RBP2b.P87",81
1026,"LF016",75
1026,"MSP8",650.5
1027,"EBP",45
1027,"PTEX150",81
1027,"PvCSS",62
1027,"LF005",49
1027,"LF010",60.5
1027,"RBP2b.P87",50.5
1027,"LF016",68
1027,"MSP8",71
1028,"EBP",65
1028,"PTEX150",37
1028,"PvCSS",65
1028,"LF005",53
1028,"LF010",47
1028,"RBP2b.P87",55
1028,"LF016",107
1028,"MSP8",35
1029,"EBP",37
1029,"PTEX150",285.5
1029,"PvCSS",53
1029,"LF005",40
1029,"LF010",135
1029,"RBP2b.P87",85
1029,"LF016",2374
1029,"MSP8",101
1030,"EBP",255
1030,"PTEX150",104
1030,"PvCSS",111
1030,"LF005",206
1030,"LF010",52.5
1030,"RBP2b.P87",265
1030,"LF016",1200
1030,"MSP8",348
1031,"EBP",55
1031,"PTEX150",150
1031,"PvCSS",52
1031,"LF005",47
1031,"LF010",55
1031,"RBP2b.P87",39
1031,"LF016",51
1031,"MSP8",48
1032,"EBP",611
1032,"PTEX150",255
1032,"PvCSS",338.5
1032,"LF005",1543
1032,"LF010",672
1032,"RBP2b.P87",2304.5
1032,"LF016",5791.5
1032,"MSP8",1876
1033,"EBP",36
1033,"PTEX150",186.5
1033,"PvCSS",52
1033,"LF005",223.5
1033,"LF010",58
1033,"RBP2b.P87",28
1033,"LF016",28
1033,"MSP8",59
1034,"EBP",44
1034,"PTEX150",619
1034,"PvCSS",92
1034,"LF005",345
1034,"LF010",343.5
1034,"RBP2b.P87",35
1034,"LF016",53
1034,"MSP8",137.5
1035,"EBP",35
1035,"PTEX150",986
1035,"PvCSS",65
1035,"LF005",52
1035,"LF010",52
1035,"RBP2b.P87",64
1035,"LF016",43
1035,"MSP8",801
1036,"EBP",8069.5
1036,"PTEX150",1112
1036,"PvCSS",1958
1036,"LF005",2012
1036,"LF010",547
1036,"RBP2b.P87",8303
1036,"LF016",1037
1036,"MSP8",399
1037,"EBP",45
1037,"PTEX150",171
1037,"PvCSS",38
1037,"LF005",164.5
1037,"LF010",44
1037,"RBP2b.P87",36.5
1037,"LF016",235.5
1037,"MSP8",36
1038,"EBP",33
1038,"PTEX150",33
1038,"PvCSS",37
1038,"LF005",73
1038,"LF010",50
1038,"RBP2b.P87",24
1038,"LF016",1067.5
1038,"MSP8",388
1039,"EBP",33
1039,"PTEX150",35
1039,"PvCSS",53.5
1039,"LF005",61.5
1039,"LF010",364.5
1039,"RBP2b.P87",27
1039,"LF016",70
1039,"MSP8",46
1040,"EBP",49
1040,"PTEX150",69
1040,"PvCSS",65
1040,"LF005",56
1040,"LF010",72
1040,"RBP2b.P87",56
1040,"LF016",113
1040,"MSP8",76
1041,"EBP",48.5
1041,"PTEX150",174
1041,"PvCSS",58.5
1041,"LF005",61
1041,"LF010",65
1041,"RBP2b.P87",53
1041,"LF016",58
1041,"MSP8",444.5
1042,"EBP",33
1042,"PTEX150",39
1042,"PvCSS",40
1042,"LF005",40
1042,"LF010",56
1042,"RBP2b.P87",32
1042,"LF016",66
1042,"MSP8",52.5
1043,"EBP",30
1043,"PTEX150",33
1043,"PvCSS",42
1043,"LF005",96
1043,"LF010",99
1043,"RBP2b.P87",25
1043,"LF016",1082
1043,"MSP8",358
1044,"EBP",31
1044,"PTEX150",175
1044,"PvCSS",47
1044,"LF005",54
1044,"LF010",50
1044,"RBP2b.P87",33
1044,"LF016",31.5
1044,"MSP8",71.5
1045,"EBP",62
1045,"PTEX150",73
1045,"PvCSS",60
1045,"LF005",215
1045,"LF010",111
1045,"RBP2b.P87",58
1045,"LF016",212
1045,"MSP8",75
1046,"EBP",34
1046,"PTEX150",35
1046,"PvCSS",40
1046,"LF005",40
1046,"LF010",52
1046,"RBP2b.P87",86
1046,"LF016",38
1046,"MSP8",415
1047,"EBP",88
1047,"PTEX150",394
1047,"PvCSS",1679
1047,"LF005",53
1047,"LF010",149
1047,"RBP2b.P87",29
1047,"LF016",324
1047,"MSP8",73
1048,"EBP",42
1048,"PTEX150",36
1048,"PvCSS",46.5
1048,"LF005",149
1048,"LF010",49
1048,"RBP2b.P87",131
1048,"LF016",48
1048,"MSP8",53.5
1049,"EBP",33
1049,"PTEX150",124
1049,"PvCSS",55
1049,"LF005",35
1049,"LF010",44
1049,"RBP2b.P87",26
1049,"LF016",29.5
1049,"MSP8",32
1050,"EBP",275
1050,"PTEX150",42
1050,"PvCSS",195
1050,"LF005",71
1050,"LF010",68
1050,"RBP2b.P87",260
1050,"LF016",539
1050,"MSP8",66
1051,"EBP",36
1051,"PTEX150",415
1051,"PvCSS",53
1051,"LF005",88
1051,"LF010",51
1051,"RBP2b.P87",26.5
1051,"LF016",36
1051,"MSP8",88.5
1052,"EBP",111
1052,"PTEX150",128.5
1052,"PvCSS",75
1052,"LF005",134
1052,"LF010",70.5
1052,"RBP2b.P87",108
1052,"LF016",170
1052,"MSP8",123
1053,"EBP",37
1053,"PTEX150",84.5
1053,"PvCSS",48
1053,"LF005",45
1053,"LF010",1003
1053,"RBP2b.P87",36
1053,"LF016",46
1053,"MSP8",46
1054,"EBP",32
1054,"PTEX150",236
1054,"PvCSS",41
1054,"LF005",73
1054,"LF010",47
1054,"RBP2b.P87",23
1054,"LF016",38.5
1054,"MSP8",263.5
1055,"EBP",452
1055,"PTEX150",78.5
1055,"PvCSS",73
1055,"LF005",287
1055,"LF010",61
1055,"RBP2b.P87",1264
1055,"LF016",1979.5
1055,"MSP8",273.5
1056,"EBP",31.5
1056,"PTEX150",29
1056,"PvCSS",33
1056,"LF005",220
1056,"LF010",70
1056,"RBP2b.P87",29
1056,"LF016",2947
1056,"MSP8",36
1057,"EBP",31
1057,"PTEX150",551
1057,"PvCSS",38.5
1057,"LF005",62
1057,"LF010",188.5
1057,"RBP2b.P87",27
1057,"LF016",29
1057,"MSP8",36
1058,"EBP",32
1058,"PTEX150",59
1058,"PvCSS",38
1058,"LF005",57
1058,"LF010",48
1058,"RBP2b.P87",36
1058,"LF016",37
1058,"MSP8",44
1059,"EBP",33
1059,"PTEX150",34
1059,"PvCSS",37.5
1059,"LF005",35
1059,"LF010",45.5
1059,"RBP2b.P87",26
1059,"LF016",46
1059,"MSP8",260
1060,"EBP",36
1060,"PTEX150",103
1060,"PvCSS",65
1060,"LF005",42
1060,"LF010",123.5
1060,"RBP2b.P87",23
1060,"LF016",44
1060,"MSP8",37
1061,"EBP",55
1061,"PTEX150",58
1061,"PvCSS",46
1061,"LF005",44
1061,"LF010",41
1061,"RBP2b.P87",57
1061,"LF016",41
1061,"MSP8",91.5
1062,"EBP",46
1062,"PTEX150",71.5
1062,"PvCSS",66
1062,"LF005",60
1062,"LF010",43
1062,"RBP2b.P87",56
1062,"LF016",238.5
1062,"MSP8",95.5
1063,"EBP",4808
1063,"PTEX150",347
1063,"PvCSS",1412
1063,"LF005",55
1063,"LF010",724
1063,"RBP2b.P87",2226.5
1063,"LF016",1136.5
1063,"MSP8",231
1064,"EBP",42
1064,"PTEX150",279.5
1064,"PvCSS",48.5
1064,"LF005",58
1064,"LF010",48
1064,"RBP2b.P87",54
1064,"LF016",94.5
1064,"MSP8",66
1065,"EBP",197
1065,"PTEX150",125.5
1065,"PvCSS",76.5
1065,"LF005",123.5
1065,"LF010",254
1065,"RBP2b.P87",272.5
1065,"LF016",364
1065,"MSP8",543.5
1066,"EBP",47
1066,"PTEX150",236
1066,"PvCSS",58
1066,"LF005",132
1066,"LF010",43
1066,"RBP2b.P87",52.5
1066,"LF016",92
1066,"MSP8",172
1067,"EBP",35.5
1067,"PTEX150",57
1067,"PvCSS",86.5
1067,"LF005",45
1067,"LF010",30
1067,"RBP2b.P87",30
1067,"LF016",46
1067,"MSP8",49
1068,"EBP",55
1068,"PTEX150",135
1068,"PvCSS",60
1068,"LF005",75
1068,"LF010",43
1068,"RBP2b.P87",65
1068,"LF016",58
1068,"MSP8",106.5
1069,"EBP",64.5
1069,"PTEX150",75
1069,"PvCSS",66
1069,"LF005",51
1069,"LF010",41
1069,"RBP2b.P87",60
1069,"LF016",94
1069,"MSP8",71
1070,"EBP",45.5
1070,"PTEX150",57
1070,"PvCSS",53
1070,"LF005",69
1070,"LF010",39
1070,"RBP2b.P87",40.5
1070,"LF016",83
1070,"MSP8",110.5
1071,"EBP",39
1071,"PTEX150",59
1071,"PvCSS",45
1071,"LF005",49
1071,"LF010",36
1071,"RBP2b.P87",41
1071,"LF016",61
1071,"MSP8",84
1072,"EBP",4531
1072,"PTEX150",193
1072,"PvCSS",4735
1072,"LF005",958
1072,"LF010",2740.5
1072,"RBP2b.P87",1076
1072,"LF016",21149.5
1072,"MSP8",14632.5
1073,"EBP",63
1073,"PTEX150",82
1073,"PvCSS",60
1073,"LF005",223
1073,"LF010",79
1073,"RBP2b.P87",62
1073,"LF016",843
1073,"MSP8",132.5
1074,"EBP",148.5
1074,"PTEX150",75
1074,"PvCSS",130
1074,"LF005",83
1074,"LF010",39
1074,"RBP2b.P87",45
1074,"LF016",73
1074,"MSP8",95
1075,"EBP",54.5
1075,"PTEX150",4971
1075,"PvCSS",80
1075,"LF005",200.5
1075,"LF010",45
1075,"RBP2b.P87",54
1075,"LF016",1235
1075,"MSP8",89
1076,"EBP",37
1076,"PTEX150",261
1076,"PvCSS",49
1076,"LF005",163
1076,"LF010",43
1076,"RBP2b.P87",43
1076,"LF016",85
1076,"MSP8",144
1077,"EBP",81
1077,"PTEX150",335
1077,"PvCSS",149
1077,"LF005",461.5
1077,"LF010",65.5
1077,"RBP2b.P87",86
1077,"LF016",14993
1077,"MSP8",223
1078,"EBP",43
1078,"PTEX150",59
1078,"PvCSS",44
1078,"LF005",41.5
1078,"LF010",37
1078,"RBP2b.P87",41
1078,"LF016",65
1078,"MSP8",55
1079,"EBP",4241.5
1079,"PTEX150",78
1079,"PvCSS",110
1079,"LF005",44
1079,"LF010",686
1079,"RBP2b.P87",511
1079,"LF016",397
1079,"MSP8",94
1080,"EBP",154
1080,"PTEX150",60.5
1080,"PvCSS",97
1080,"LF005",59
1080,"LF010",64
1080,"RBP2b.P87",285
1080,"LF016",4072.5
1080,"MSP8",2524
1081,"EBP",47
1081,"PTEX150",109
1081,"PvCSS",85.5
1081,"LF005",66
1081,"LF010",39
1081,"RBP2b.P87",86
1081,"LF016",49
1081,"MSP8",83
1082,"EBP",47
1082,"PTEX150",184
1082,"PvCSS",57
1082,"LF005",121
1082,"LF010",43
1082,"RBP2b.P87",50
1082,"LF016",827
1082,"MSP8",1012
1083,"EBP",12788.5
1083,"PTEX150",378
1083,"PvCSS",9664
1083,"LF005",1866.5
1083,"LF010",1332
1083,"RBP2b.P87",9869
1083,"LF016",7726
1083,"MSP8",5821
1084,"EBP",53.5
1084,"PTEX150",2166
1084,"PvCSS",137
1084,"LF005",76
1084,"LF010",96.5
1084,"RBP2b.P87",1028
1084,"LF016",1112.5
1084,"MSP8",580.5
1085,"EBP",4783
1085,"PTEX150",559
1085,"PvCSS",96
1085,"LF005",209
1085,"LF010",6544
1085,"RBP2b.P87",4389
1085,"LF016",3149
1085,"MSP8",1378
1086,"EBP",37
1086,"PTEX150",50
1086,"PvCSS",73
1086,"LF005",499.5
1086,"LF010",36
1086,"RBP2b.P87",48
1086,"LF016",2517
1086,"MSP8",74
1087,"EBP",9367.5
1087,"PTEX150",578
1087,"PvCSS",775
1087,"LF005",4296.5
1087,"LF010",754
1087,"RBP2b.P87",6661.5
1087,"LF016",2533
1087,"MSP8",6154
1088,"EBP",49
1088,"PTEX150",66
1088,"PvCSS",50
1088,"LF005",714
1088,"LF010",50
1088,"RBP2b.P87",48
1088,"LF016",63
1088,"MSP8",112
1089,"EBP",55
1089,"PTEX150",186.5
1089,"PvCSS",54
1089,"LF005",48.5
1089,"LF010",42
1089,"RBP2b.P87",62.5
1089,"LF016",42
1089,"MSP8",116
1090,"EBP",47
1090,"PTEX150",50
1090,"PvCSS",81
1090,"LF005",75.5
1090,"LF010",95
1090,"RBP2b.P87",47
1090,"LF016",46
1090,"MSP8",60
1091,"EBP",52.5
1091,"PTEX150",854
1091,"PvCSS",148.5
1091,"LF005",188
1091,"LF010",42
1091,"RBP2b.P87",200
1091,"LF016",161
1091,"MSP8",648.5
1092,"EBP",47
1092,"PTEX150",105
1092,"PvCSS",74
1092,"LF005",77.5
1092,"LF010",45.5
1092,"RBP2b.P87",56
1092,"LF016",61
1092,"MSP8",385
1093,"EBP",42
1093,"PTEX150",136.5
1093,"PvCSS",44
1093,"LF005",46
1093,"LF010",33.5
1093,"RBP2b.P87",50
1093,"LF016",30
1093,"MSP8",43
1094,"EBP",41
1094,"PTEX150",86.5
1094,"PvCSS",52
1094,"LF005",59
1094,"LF010",34
1094,"RBP2b.P87",35
1094,"LF016",58
1094,"MSP8",90
1095,"EBP",587.5
1095,"PTEX150",74
1095,"PvCSS",980
1095,"LF005",189
1095,"LF010",2875.5
1095,"RBP2b.P87",2582
1095,"LF016",1830
1095,"MSP8",460
1096,"EBP",4748.5
1096,"PTEX150",1232
1096,"PvCSS",245
1096,"LF005",2443.5
1096,"LF010",902.5
1096,"RBP2b.P87",6710
1096,"LF016",1865
1096,"MSP8",898
1097,"EBP",48.5
1097,"PTEX150",216
1097,"PvCSS",85.5
1097,"LF005",62
1097,"LF010",45
1097,"RBP2b.P87",56
1097,"LF016",72
1097,"MSP8",85
1098,"EBP",37
1098,"PTEX150",47
1098,"PvCSS",60.5
1098,"LF005",232
1098,"LF010",33
1098,"RBP2b.P87",41
1098,"LF016",70
1098,"MSP8",594
1099,"EBP",2473.5
1099,"PTEX150",953
1099,"PvCSS",1066.5
1099,"LF005",6996
1099,"LF010",1186
1099,"RBP2b.P87",5541.5
1099,"LF016",17127
1099,"MSP8",28029.5
1100,"EBP",57
1100,"PTEX150",566.5
1100,"PvCSS",170
1100,"LF005",94
1100,"LF010",172.5
1100,"RBP2b.P87",74
1100,"LF016",115
1100,"MSP8",1147
1101,"EBP",85
1101,"PTEX150",178.5
1101,"PvCSS",802
1101,"LF005",189
1101,"LF010",59
1101,"RBP2b.P87",147
1101,"LF016",8181
1101,"MSP8",4641
1102,"EBP",34
1102,"PTEX150",34
1102,"PvCSS",61
1102,"LF005",53.5
1102,"LF010",32
1102,"RBP2b.P87",36
1102,"LF016",34
1102,"MSP8",397
1103,"EBP",50
1103,"PTEX150",353
1103,"PvCSS",330
1103,"LF005",445
1103,"LF010",2487
1103,"RBP2b.P87",2013
1103,"LF016",15841
1103,"MSP8",2398
1104,"EBP",41
1104,"PTEX150",101
1104,"PvCSS",60
1104,"LF005",75
1104,"LF010",44
1104,"RBP2b.P87",53
1104,"LF016",6948
1104,"MSP8",1544
1105,"EBP",3810
1105,"PTEX150",100
1105,"PvCSS",150.5
1105,"LF005",61
1105,"LF010",60
1105,"RBP2b.P87",2141
1105,"LF016",484
1105,"MSP8",124.5
1106,"EBP",46
1106,"PTEX150",549.5
1106,"PvCSS",526
1106,"LF005",539.5
1106,"LF010",42
1106,"RBP2b.P87",59.5
1106,"LF016",105
1106,"MSP8",4867
1107,"EBP",479.5
1107,"PTEX150",389.5
1107,"PvCSS",2627
1107,"LF005",129
1107,"LF010",184.5
1107,"RBP2b.P87",398
1107,"LF016",2398.5
1107,"MSP8",940
1108,"EBP",34.5
1108,"PTEX150",43
1108,"PvCSS",40
1108,"LF005",47
1108,"LF010",31
1108,"RBP2b.P87",34
1108,"LF016",39
1108,"MSP8",48
1109,"EBP",15181
1109,"PTEX150",981
1109,"PvCSS",217
1109,"LF005",1089
1109,"LF010",71
1109,"RBP2b.P87",12610
1109,"LF016",623
1109,"MSP8",4550
1110,"EBP",48
1110,"PTEX150",767
1110,"PvCSS",53
1110,"LF005",702.5
1110,"LF010",387.5
1110,"RBP2b.P87",54
1110,"LF016",9664
1110,"MSP8",1058
1111,"EBP",71
1111,"PTEX150",225.5
1111,"PvCSS",63
1111,"LF005",171
1111,"LF010",60
1111,"RBP2b.P87",76
1111,"LF016",2354
1111,"MSP8",727.5
1112,"EBP",50.5
1112,"PTEX150",46
1112,"PvCSS",78
1112,"LF005",215
1112,"LF010",46
1112,"RBP2b.P87",73
1112,"LF016",2126
1112,"MSP8",1240.5
1113,"EBP",58
1113,"PTEX150",228
1113,"PvCSS",73
1113,"LF005",115
1113,"LF010",49
1113,"RBP2b.P87",67
1113,"LF016",3825
1113,"MSP8",2226
1114,"EBP",48
1114,"PTEX150",87.5
1114,"PvCSS",66
1114,"LF005",39
1114,"LF010",42
1114,"RBP2b.P87",48.5
1114,"LF016",66
1114,"MSP8",107
1115,"EBP",77
1115,"PTEX150",1062.5
1115,"PvCSS",115
1115,"LF005",195
1115,"LF010",65
1115,"RBP2b.P87",55
1115,"LF016",16223
1115,"MSP8",1812
1116,"EBP",74
1116,"PTEX150",819
1116,"PvCSS",207
1116,"LF005",2835
1116,"LF010",558
1116,"RBP2b.P87",115
1116,"LF016",22023
1116,"MSP8",22837
