"SampleID","Antigen","MFI"
2317,"EBP",8785
2317,"PTEX150",1567.5
2317,"PvCSS",5333.5
2317,"LF005",3139
2317,"LF010",12645
2317,"RBP2b.P87",3806
2317,"LF016",9892
2317,"MSP8",2273
2314,"EBP",40
2314,"PTEX150",87.5
2314,"PvCSS",52
2314,"LF005",73.5
2314,"LF010",36
2314,"RBP2b.P87",56
2314,"LF016",48
2314,"MSP8",97
2401,"EBP",366
2401,"PTEX150",209.5
2401,"PvCSS",222
2401,"LF005",50
2401,"LF010",59
2401,"RBP2b.P87",633.5
2401,"LF016",266
2401,"MSP8",101
2337,"EBP",3979
2337,"PTEX150",110
2337,"PvCSS",176
2337,"LF005",611
2337,"LF010",4487
2337,"RBP2b.P87",1097
2337,"LF016",262
2337,"MSP8",150
2324,"EBP",1494
2324,"PTEX150",51
2324,"PvCSS",204.5
2324,"LF005",47
2324,"LF010",63
2324,"RBP2b.P87",362.5
2324,"LF016",940
2324,"MSP8",67
2312,"EBP",5160
2312,"PTEX150",2843
2312,"PvCSS",2522
2312,"LF005",288
2312,"LF010",2579
2312,"RBP2b.P87",3150
2312,"LF016",3191
2312,"MSP8",1548
2302,"EBP",37
2302,"PTEX150",45
2302,"PvCSS",84
2302,"LF005",46
2302,"LF010",36
2302,"RBP2b.P87",42
2302,"LF016",38
2302,"MSP8",46
2303,"EBP",2077
2303,"PTEX150",96.5
2303,"PvCSS",124
2303,"LF005",52
2303,"LF010",2435
2303,"RBP2b.P87",1438.5
2303,"LF016",60
2303,"MSP8",80
2327,"EBP",2040
2327,"PTEX150",103
2327,"PvCSS",133
2327,"LF005",239.5
2327,"LF010",409
2327,"RBP2b.P87",321
2327,"LF016",148
2327,"MSP8",944
2316,"EBP",35
2316,"PTEX150",74.5
2316,"PvCSS",44
2316,"LF005",61
2316,"LF010",33.5
2316,"RBP2b.P87",36
2316,"LF016",55
2316,"MSP8",76
2266,"EBP",116
2266,"PTEX150",40.5
2266,"PvCSS",48
2266,"LF005",83
2266,"LF010",38
2266,"RBP2b.P87",33
2266,"LF016",37
2266,"MSP8",142
2269,"EBP",49
2269,"PTEX150",40
2269,"PvCSS",71
2269,"LF005",117
2269,"LF010",51
2269,"RBP2b.P87",657.5
2269,"LF016",603
2269,"MSP8",57
2268,"EBP",1186
2268,"PTEX150",54
2268,"PvCSS",63
2268,"LF005",80.5
2268,"LF010",279
2268,"RBP2b.P87",691.5
2268,"LF016",635
2268,"MSP8",337
2304,"EBP",6888.5
2304,"PTEX150",305
2304,"PvCSS",2963
2304,"LF005",1285
2304,"LF010",5544.5
2304,"RBP2b.P87",5169
2304,"LF016",9990.5
2304,"MSP8",2392.5
2307,"EBP",37
2307,"PTEX150",41
2307,"PvCSS",44
2307,"LF005",56
2307,"LF010",54
2307,"RBP2b.P87",32
2307,"LF016",81.5
2307,"MSP8",49
2306,"EBP",38.5
2306,"PTEX150",104
2306,"PvCSS",393
2306,"LF005",87
2306,"LF010",44
2306,"RBP2b.P87",40
2306,"LF016",1635.5
2306,"MSP8",232
2305,"EBP",34
2305,"PTEX150",42
2305,"PvCSS",40
2305,"LF005",40
2305,"LF010",33
2305,"RBP2b.P87",43
2305,"LF016",35
2305,"MSP8",42.5
2334,"EBP",4362
2334,"PTEX150",197
2334,"PvCSS",378
2334,"LF005",5091
2334,"LF010",560
2334,"RBP2b.P87",3775.5
2334,"LF016",2197
2334,"MSP8",308
2319,"EBP",67
2319,"PTEX150",75
2319,"PvCSS",80
2319,"LF005",119
2319,"LF010",185
2319,"RBP2b.P87",260.5
2319,"LF016",56
2319,"MSP8",47
2270,"EBP",221
2270,"PTEX150",106
2270,"PvCSS",59
2270,"LF005",116.5
2270,"LF010",111
2270,"RBP2b.P87",1178.5
2270,"LF016",2619
2270,"MSP8",409.5
2275,"EBP",799.5
2275,"PTEX150",47
2275,"PvCSS",43
2275,"LF005",37
2275,"LF010",120
2275,"RBP2b.P87",127
2275,"LF016",23
2275,"MSP8",65.5
2276,"EBP",1502
2276,"PTEX150",63
2276,"PvCSS",47
2276,"LF005",58
2276,"LF010",35
2276,"RBP2b.P87",52
2276,"LF016",33
2276,"MSP8",56
1899,"EBP",66
1899,"PTEX150",70
1899,"PvCSS",44
1899,"LF005",44
1899,"LF010",41
1899,"RBP2b.P87",48
1899,"LF016",58
1899,"MSP8",84.5
1924,"EBP",279.5
1924,"PTEX150",1413
1924,"PvCSS",1485
1924,"LF005",1438
1924,"LF010",2648.5
1924,"RBP2b.P87",1800
1924,"LF016",1964
1924,"MSP8",577
1925,"EBP",10191
1925,"PTEX150",7844
1925,"PvCSS",7001
1925,"LF005",5820
1925,"LF010",7958
1925,"RBP2b.P87",9492
1925,"LF016",10971
1925,"MSP8",4606
2056,"EBP",53.5
2056,"PTEX150",78
2056,"PvCSS",152
2056,"LF005",325
2056,"LF010",851
2056,"RBP2b.P87",489
2056,"LF016",12214
2056,"MSP8",885.5
2274,"EBP",9542
2274,"PTEX150",706.5
2274,"PvCSS",6274
2274,"LF005",23012.5
2274,"LF010",8778
2274,"RBP2b.P87",4661
2274,"LF016",16107
2274,"MSP8",1907.5
2182,"EBP",47
2182,"PTEX150",195.5
2182,"PvCSS",50
2182,"LF005",51.5
2182,"LF010",45
2182,"RBP2b.P87",43
2182,"LF016",43
2182,"MSP8",122
1928,"EBP",60
1928,"PTEX150",103
1928,"PvCSS",62
1928,"LF005",776
1928,"LF010",66
1928,"RBP2b.P87",66
1928,"LF016",64
1928,"MSP8",80
1914,"EBP",1232
1914,"PTEX150",120
1914,"PvCSS",156.5
1914,"LF005",199
1914,"LF010",602.5
1914,"RBP2b.P87",1027
1914,"LF016",323
1914,"MSP8",435
1904,"EBP",211
1904,"PTEX150",58
1904,"PvCSS",59
1904,"LF005",67
1904,"LF010",95
1904,"RBP2b.P87",542.5
1904,"LF016",1241
1904,"MSP8",169.5
1903,"EBP",54
1903,"PTEX150",69
1903,"PvCSS",51
1903,"LF005",169
1903,"LF010",46
1903,"RBP2b.P87",44
1903,"LF016",368
1903,"MSP8",318
1900,"EBP",37
1900,"PTEX150",60
1900,"PvCSS",41
1900,"LF005",69
1900,"LF010",33.5
1900,"RBP2b.P87",32
1900,"LF016",52
1900,"MSP8",81
2228,"EBP",4083
2228,"PTEX150",175
2228,"PvCSS",316
2228,"LF005",216
2228,"LF010",139.5
2228,"RBP2b.P87",597
2228,"LF016",533
2228,"MSP8",239
2236,"EBP",38
2236,"PTEX150",38.5
2236,"PvCSS",44
2236,"LF005",274
2236,"LF010",36
2236,"RBP2b.P87",43
2236,"LF016",33
2236,"MSP8",45
2241,"EBP",36
2241,"PTEX150",387.5
2241,"PvCSS",44
2241,"LF005",102
2241,"LF010",35.5
2241,"RBP2b.P87",34
2241,"LF016",26
2241,"MSP8",127
2249,"EBP",2408
2249,"PTEX150",99.5
2249,"PvCSS",523
2249,"LF005",445
2249,"LF010",1958.5
2249,"RBP2b.P87",1478
2249,"LF016",118.5
2249,"MSP8",1449
2251,"EBP",58
2251,"PTEX150",147
2251,"PvCSS",69
2251,"LF005",44.5
2251,"LF010",36
2251,"RBP2b.P87",38
2251,"LF016",43
2251,"MSP8",57
2254,"EBP",64
2254,"PTEX150",129.5
2254,"PvCSS",37
2254,"LF005",64
2254,"LF010",28
2254,"RBP2b.P87",28
2254,"LF016",68
2254,"MSP8",103
2253,"EBP",774.5
2253,"PTEX150",199.5
2253,"PvCSS",52
2253,"LF005",416
2253,"LF010",43
2253,"RBP2b.P87",93.5
2253,"LF016",172
2253,"MSP8",977
2240,"EBP",40
2240,"PTEX150",41
2240,"PvCSS",58
2240,"LF005",398
2240,"LF010",63
2240,"RBP2b.P87",33
2240,"LF016",42
2240,"MSP8",138.5
2245,"EBP",272
2245,"PTEX150",54.5
2245,"PvCSS",71
2245,"LF005",147
2245,"LF010",34
2245,"RBP2b.P87",254.5
2245,"LF016",76
2245,"MSP8",190
2248,"EBP",3020
2248,"PTEX150",1617.5
2248,"PvCSS",3656
2248,"LF005",257
2248,"LF010",1379.5
2248,"RBP2b.P87",1624.5
2248,"LF016",153
2248,"MSP8",991
2246,"EBP",4989
2246,"PTEX150",331
2246,"PvCSS",109
2246,"LF005",224
2246,"LF010",2814
2246,"RBP2b.P87",6313.5
2246,"LF016",413
2246,"MSP8",2031
2247,"EBP",53
2247,"PTEX150",41
2247,"PvCSS",45
2247,"LF005",48
2247,"LF010",37
2247,"RBP2b.P87",44
2247,"LF016",45
2247,"MSP8",60
2242,"EBP",5245
2242,"PTEX150",299.5
2242,"PvCSS",118
2242,"LF005",220
2242,"LF010",2425
2242,"RBP2b.P87",5654
2242,"LF016",1127
2242,"MSP8",255
2243,"EBP",40
2243,"PTEX150",77.5
2243,"PvCSS",60
2243,"LF005",262
2243,"LF010",40
2243,"RBP2b.P87",54
2243,"LF016",54
2243,"MSP8",108
2244,"EBP",38
2244,"PTEX150",54
2244,"PvCSS",99
2244,"LF005",54.5
2244,"LF010",33
2244,"RBP2b.P87",34
2244,"LF016",53
2244,"MSP8",82
2038,"EBP",16331.5
2038,"PTEX150",427
2038,"PvCSS",13857.5
2038,"LF005",218
2038,"LF010",13754
2038,"RBP2b.P87",1619
2038,"LF016",8655
2038,"MSP8",1922
2238,"EBP",37
2238,"PTEX150",60
2238,"PvCSS",181
2238,"LF005",44
2238,"LF010",35
2238,"RBP2b.P87",35
2238,"LF016",65
2238,"MSP8",111
2063,"EBP",17197.5
2063,"PTEX150",179
2063,"PvCSS",2018
2063,"LF005",1772
2063,"LF010",14419
2063,"RBP2b.P87",5637.5
2063,"LF016",5416
2063,"MSP8",4487
2079,"EBP",1997.5
2079,"PTEX150",35
2079,"PvCSS",128
2079,"LF005",116
2079,"LF010",1656
2079,"RBP2b.P87",130
2079,"LF016",51.5
2079,"MSP8",137
2239,"EBP",35
2239,"PTEX150",38
2239,"PvCSS",42
2239,"LF005",50
2239,"LF010",31
2239,"RBP2b.P87",40
2239,"LF016",33
2239,"MSP8",515.5
2065,"EBP",2010
2065,"PTEX150",153
2065,"PvCSS",507
2065,"LF005",53
2065,"LF010",1071.5
2065,"RBP2b.P87",123
2065,"LF016",426.5
2065,"MSP8",2105
2086,"EBP",3575
2086,"PTEX150",110
2086,"PvCSS",218
2086,"LF005",2459
2086,"LF010",5352
2086,"RBP2b.P87",7535
2086,"LF016",250
2086,"MSP8",656
2195,"EBP",1045
2195,"PTEX150",64.5
2195,"PvCSS",71
2195,"LF005",76
2195,"LF010",699.5
2195,"RBP2b.P87",450
2195,"LF016",165
2195,"MSP8",50
2237,"EBP",495
2237,"PTEX150",348
2237,"PvCSS",131
2237,"LF005",258
2237,"LF010",479.5
2237,"RBP2b.P87",578
2237,"LF016",217
2237,"MSP8",637
2068,"EBP",1566.5
2068,"PTEX150",149.5
2068,"PvCSS",106
2068,"LF005",162
2068,"LF010",4885
2068,"RBP2b.P87",1563
2068,"LF016",110
2068,"MSP8",316
2184,"EBP",48.5
2184,"PTEX150",41
2184,"PvCSS",46
2184,"LF005",366
2184,"LF010",33
2184,"RBP2b.P87",34
2184,"LF016",53
2184,"MSP8",387.5
2080,"EBP",52.5
2080,"PTEX150",163
2080,"PvCSS",52
2080,"LF005",245.5
2080,"LF010",34
2080,"RBP2b.P87",37.5
2080,"LF016",30
2080,"MSP8",593
2081,"EBP",33
2081,"PTEX150",1032.5
2081,"PvCSS",41
2081,"LF005",106
2081,"LF010",34
2081,"RBP2b.P87",31
2081,"LF016",32
2081,"MSP8",1023
2084,"EBP",66
2084,"PTEX150",75
2084,"PvCSS",114
2084,"LF005",70
2084,"LF010",39
2084,"RBP2b.P87",1176
2084,"LF016",74.5
2084,"MSP8",223
2070,"EBP",44
2070,"PTEX150",431
2070,"PvCSS",47
2070,"LF005",52
2070,"LF010",35
2070,"RBP2b.P87",39.5
2070,"LF016",40
2070,"MSP8",42
2082,"EBP",1046
2082,"PTEX150",237
2082,"PvCSS",120.5
2082,"LF005",132
2082,"LF010",595
2082,"RBP2b.P87",1379
2082,"LF016",153
2082,"MSP8",1729
2071,"EBP",36
2071,"PTEX150",29
2071,"PvCSS",41
2071,"LF005",52
2071,"LF010",33
2071,"RBP2b.P87",35
2071,"LF016",48
2071,"MSP8",47
2085,"EBP",5045
2085,"PTEX150",321
2085,"PvCSS",230
2085,"LF005",132
2085,"LF010",8801
2085,"RBP2b.P87",6619.5
2085,"LF016",4357.5
2085,"MSP8",1766
2061,"EBP",1156
2061,"PTEX150",1369
2061,"PvCSS",418
2061,"LF005",665
2061,"LF010",1202.5
2061,"RBP2b.P87",248
2061,"LF016",789
2061,"MSP8",3718
2083,"EBP",35
2083,"PTEX150",253.5
2083,"PvCSS",41
2083,"LF005",103
2083,"LF010",32
2083,"RBP2b.P87",31
2083,"LF016",70
2083,"MSP8",45
2075,"EBP",44
2075,"PTEX150",87.5
2075,"PvCSS",51
2075,"LF005",81
2075,"LF010",39
2075,"RBP2b.P87",46.5
2075,"LF016",38
2075,"MSP8",58.5
2078,"EBP",99
2078,"PTEX150",37
2078,"PvCSS",189
2078,"LF005",73
2078,"LF010",186
2078,"RBP2b.P87",210.5
2078,"LF016",38
2078,"MSP8",1119
2069,"EBP",44
2069,"PTEX150",49.5
2069,"PvCSS",92
2069,"LF005",89
2069,"LF010",40
2069,"RBP2b.P87",56
2069,"LF016",103.5
2069,"MSP8",41.5
2077,"EBP",1387
2077,"PTEX150",228
2077,"PvCSS",223
2077,"LF005",349
2077,"LF010",997
2077,"RBP2b.P87",4043
2077,"LF016",3760
2077,"MSP8",875
2060,"EBP",4499
2060,"PTEX150",907.5
2060,"PvCSS",3741
2060,"LF005",176
2060,"LF010",5931
2060,"RBP2b.P87",2237
2060,"LF016",7367.5
2060,"MSP8",1349
2230,"EBP",53
2230,"PTEX150",50
2230,"PvCSS",37
2230,"LF005",69.5
2230,"LF010",29
2230,"RBP2b.P87",163
2230,"LF016",45
2230,"MSP8",40
2231,"EBP",876
2231,"PTEX150",73
2231,"PvCSS",50
2231,"LF005",44
2231,"LF010",29
2231,"RBP2b.P87",35
2231,"LF016",101
2231,"MSP8",43
2128,"EBP",485.5
2128,"PTEX150",71
2128,"PvCSS",43
2128,"LF005",260
2128,"LF010",1948
2128,"RBP2b.P87",442
2128,"LF016",75
2128,"MSP8",121
1944,"EBP",124
1944,"PTEX150",27
1944,"PvCSS",57
1944,"LF005",167.5
1944,"LF010",54.5
1944,"RBP2b.P87",200
1944,"LF016",3327.5
1944,"MSP8",87
1945,"EBP",687
1945,"PTEX150",200.5
1945,"PvCSS",196
1945,"LF005",51
1945,"LF010",4601.5
1945,"RBP2b.P87",435.5
1945,"LF016",81
1945,"MSP8",108.5
2076,"EBP",46.5
2076,"PTEX150",43
2076,"PvCSS",73
2076,"LF005",77
2076,"LF010",47
2076,"RBP2b.P87",54
2076,"LF016",266
2076,"MSP8",125
2233,"EBP",1858
2233,"PTEX150",72
2233,"PvCSS",56.5
2233,"LF005",63
2233,"LF010",677
2233,"RBP2b.P87",681
2233,"LF016",161
2233,"MSP8",240
2169,"EBP",949
2169,"PTEX150",55
2169,"PvCSS",83
2169,"LF005",45
2169,"LF010",94
2169,"RBP2b.P87",643
2169,"LF016",1775
2169,"MSP8",62
2168,"EBP",1911.5
2168,"PTEX150",151.5
2168,"PvCSS",222
2168,"LF005",178
2168,"LF010",1298.5
2168,"RBP2b.P87",324.5
2168,"LF016",1222
2168,"MSP8",254
2234,"EBP",1569
2234,"PTEX150",194
2234,"PvCSS",430
2234,"LF005",1149
2234,"LF010",5413
2234,"RBP2b.P87",1549.5
2234,"LF016",6893
2234,"MSP8",1803
2409,"EBP",1493.5
2409,"PTEX150",1040
2409,"PvCSS",1201
2409,"LF005",154.5
2409,"LF010",38
2409,"RBP2b.P87",192.5
2409,"LF016",55
2409,"MSP8",138
2377,"EBP",1806.5
2377,"PTEX150",60
2377,"PvCSS",133
2377,"LF005",57
2377,"LF010",84
2377,"RBP2b.P87",505.5
2377,"LF016",382
2377,"MSP8",651
2375,"EBP",3015
2375,"PTEX150",1439
2375,"PvCSS",181
2375,"LF005",102
2375,"LF010",146.5
2375,"RBP2b.P87",4326
2375,"LF016",340
2375,"MSP8",487
2374,"EBP",8733
2374,"PTEX150",1180.5
2374,"PvCSS",1002
2374,"LF005",1267
2374,"LF010",3993
2374,"RBP2b.P87",9954
2374,"LF016",3418
2374,"MSP8",11528
2416,"EBP",9010.5
2416,"PTEX150",237
2416,"PvCSS",1944
2416,"LF005",108
2416,"LF010",7351
2416,"RBP2b.P87",3301
2416,"LF016",112
2416,"MSP8",265
2461,"EBP",6064
2461,"PTEX150",257
2461,"PvCSS",317
2461,"LF005",146
2461,"LF010",193
2461,"RBP2b.P87",3008
2461,"LF016",232.5
2461,"MSP8",216
2405,"EBP",2849
2405,"PTEX150",1575
2405,"PvCSS",1506
2405,"LF005",1820.5
2405,"LF010",487
2405,"RBP2b.P87",11601
2405,"LF016",1112
2405,"MSP8",1553
1938,"EBP",56
1938,"PTEX150",197.5
1938,"PvCSS",517.5
1938,"LF005",327
1938,"LF010",141
1938,"RBP2b.P87",516
1938,"LF016",952
1938,"MSP8",100
1939,"EBP",5907
1939,"PTEX150",228.5
1939,"PvCSS",606
1939,"LF005",73.5
1939,"LF010",734
1939,"RBP2b.P87",1986
1939,"LF016",1071
1939,"MSP8",652
2380,"EBP",4791.5
2380,"PTEX150",1461
2380,"PvCSS",392
2380,"LF005",104
2380,"LF010",2043.5
2380,"RBP2b.P87",2728
2380,"LF016",525
2380,"MSP8",730.5
2267,"EBP",1465.5
2267,"PTEX150",1134
2267,"PvCSS",68.5
2267,"LF005",204
2267,"LF010",54
2267,"RBP2b.P87",1267.5
2267,"LF016",777
2267,"MSP8",104
2258,"EBP",5479
2258,"PTEX150",224
2258,"PvCSS",2365
2258,"LF005",905.5
2258,"LF010",14701
2258,"RBP2b.P87",1290
2258,"LF016",8572
2258,"MSP8",1996
2285,"EBP",1133
2285,"PTEX150",822
2285,"PvCSS",122
2285,"LF005",1462.5
2285,"LF010",196
2285,"RBP2b.P87",920
2285,"LF016",422
2285,"MSP8",211
2286,"EBP",735.5
2286,"PTEX150",589
2286,"PvCSS",152
2286,"LF005",80
2286,"LF010",820
2286,"RBP2b.P87",1186
2286,"LF016",5098.5
2286,"MSP8",250.5
2259,"EBP",390
2259,"PTEX150",120
2259,"PvCSS",57
2259,"LF005",77
2259,"LF010",45
2259,"RBP2b.P87",68
2259,"LF016",61
2259,"MSP8",77
2260,"EBP",2068
2260,"PTEX150",230.5
2260,"PvCSS",348.5
2260,"LF005",597.5
2260,"LF010",17234
2260,"RBP2b.P87",538
2260,"LF016",1013
2260,"MSP8",612
2277,"EBP",9392
2277,"PTEX150",586
2277,"PvCSS",1634
2277,"LF005",351
2277,"LF010",2235
2277,"RBP2b.P87",1285.5
2277,"LF016",212
2277,"MSP8",2533
2271,"EBP",1007
2271,"PTEX150",264
2271,"PvCSS",63
2271,"LF005",68
2271,"LF010",870
2271,"RBP2b.P87",637
2271,"LF016",257.5
2271,"MSP8",764.5
2278,"EBP",4244
2278,"PTEX150",461
2278,"PvCSS",1250
2278,"LF005",738.5
2278,"LF010",1509
2278,"RBP2b.P87",3665
2278,"LF016",97
2278,"MSP8",5631
2287,"EBP",133
2287,"PTEX150",99
2287,"PvCSS",89
2287,"LF005",241.5
2287,"LF010",154
2287,"RBP2b.P87",980
2287,"LF016",5573.5
2287,"MSP8",903
2273,"EBP",85
2273,"PTEX150",403
2273,"PvCSS",82
2273,"LF005",439
2273,"LF010",86.5
2273,"RBP2b.P87",96.5
2273,"LF016",5325
2273,"MSP8",1424.5
2262,"EBP",745
2262,"PTEX150",977
2262,"PvCSS",1358
2262,"LF005",133
2262,"LF010",312
2262,"RBP2b.P87",450
2262,"LF016",696
2262,"MSP8",851
2261,"EBP",2757
2261,"PTEX150",55
2261,"PvCSS",78.5
2261,"LF005",83
2261,"LF010",506
2261,"RBP2b.P87",2196
2261,"LF016",166
2261,"MSP8",109
2263,"EBP",56.5
2263,"PTEX150",87
2263,"PvCSS",77
2263,"LF005",72
2263,"LF010",48
2263,"RBP2b.P87",67
2263,"LF016",57.5
2263,"MSP8",71.5
2264,"EBP",42
2264,"PTEX150",67.5
2264,"PvCSS",56
2264,"LF005",864
2264,"LF010",37
2264,"RBP2b.P87",54
2264,"LF016",48
2264,"MSP8",91
2279,"EBP",50.5
2279,"PTEX150",122
2279,"PvCSS",64
2279,"LF005",70.5
2279,"LF010",40.5
2279,"RBP2b.P87",50.5
2279,"LF016",39
2279,"MSP8",151
2280,"EBP",54
2280,"PTEX150",101.5
2280,"PvCSS",76
2280,"LF005",65
2280,"LF010",47
2280,"RBP2b.P87",64
2280,"LF016",59
2280,"MSP8",53
2281,"EBP",58
2281,"PTEX150",101
2281,"PvCSS",81
2281,"LF005",58
2281,"LF010",58
2281,"RBP2b.P87",313
2281,"LF016",60
2281,"MSP8",100.5
2265,"EBP",8295.5
2265,"PTEX150",201
2265,"PvCSS",81.5
2265,"LF005",1217
2265,"LF010",10524
2265,"RBP2b.P87",1382
2265,"LF016",2160.5
2265,"MSP8",332
2383,"EBP",46
2383,"PTEX150",146
2383,"PvCSS",84
2383,"LF005",73
2383,"LF010",47
2383,"RBP2b.P87",67
2383,"LF016",57
2383,"MSP8",371
2385,"EBP",1578
2385,"PTEX150",841
2385,"PvCSS",5098
2385,"LF005",622
2385,"LF010",342
2385,"RBP2b.P87",1777
2385,"LF016",2713
2385,"MSP8",2175
2288,"EBP",3162
2288,"PTEX150",529
2288,"PvCSS",1467
2288,"LF005",177
2288,"LF010",4374
2288,"RBP2b.P87",849.5
2288,"LF016",295
2288,"MSP8",746.5
2257,"EBP",213.5
2257,"PTEX150",1797
2257,"PvCSS",2931.5
2257,"LF005",8518
2257,"LF010",1685
2257,"RBP2b.P87",7233
2257,"LF016",23579.5
2257,"MSP8",22341
2256,"EBP",3687
2256,"PTEX150",637
2256,"PvCSS",94
2256,"LF005",154
2256,"LF010",1197
2256,"RBP2b.P87",4220
2256,"LF016",963
2256,"MSP8",336
2014,"EBP",48
2014,"PTEX150",285
2014,"PvCSS",63
2014,"LF005",56
2014,"LF010",51
2014,"RBP2b.P87",57
2014,"LF016",56
2014,"MSP8",100
2250,"EBP",1309
2250,"PTEX150",783.5
2250,"PvCSS",626.5
2250,"LF005",185
2250,"LF010",7889.5
2250,"RBP2b.P87",796.5
2250,"LF016",1238
2250,"MSP8",292
1905,"EBP",1698.5
1905,"PTEX150",199.5
1905,"PvCSS",90
1905,"LF005",208.5
1905,"LF010",1723
1905,"RBP2b.P87",550
1905,"LF016",723
1905,"MSP8",232
1913,"EBP",690
1913,"PTEX150",233
1913,"PvCSS",239.5
1913,"LF005",102
1913,"LF010",49.5
1913,"RBP2b.P87",368
1913,"LF016",260.5
1913,"MSP8",136
1911,"EBP",40
1911,"PTEX150",304.5
1911,"PvCSS",6686.5
1911,"LF005",115
1911,"LF010",52
1911,"RBP2b.P87",39.5
1911,"LF016",108
1911,"MSP8",47
1912,"EBP",1958
1912,"PTEX150",215
1912,"PvCSS",1073
1912,"LF005",97
1912,"LF010",7987.5
1912,"RBP2b.P87",638
1912,"LF016",1930
1912,"MSP8",1039.5
1910,"EBP",6211
1910,"PTEX150",205
1910,"PvCSS",2501
1910,"LF005",283
1910,"LF010",5304
1910,"RBP2b.P87",563
1910,"LF016",4358.5
1910,"MSP8",3177
1901,"EBP",652.5
1901,"PTEX150",150
1901,"PvCSS",189
1901,"LF005",78
1901,"LF010",1382
1901,"RBP2b.P87",237
1901,"LF016",156
1901,"MSP8",104
2052,"EBP",848
2052,"PTEX150",197
2052,"PvCSS",167
2052,"LF005",71
2052,"LF010",2389
2052,"RBP2b.P87",1506
2052,"LF016",82.5
2052,"MSP8",95
1963,"EBP",6545
1963,"PTEX150",176
1963,"PvCSS",4610
1963,"LF005",1613.5
1963,"LF010",4382
1963,"RBP2b.P87",4935
1963,"LF016",7062
1963,"MSP8",1306
2055,"EBP",7406
2055,"PTEX150",920
2055,"PvCSS",2771
2055,"LF005",354.5
2055,"LF010",17454
2055,"RBP2b.P87",2533
2055,"LF016",74
2055,"MSP8",12908.5
2057,"EBP",42
2057,"PTEX150",110
2057,"PvCSS",58
2057,"LF005",136
2057,"LF010",42
2057,"RBP2b.P87",48
2057,"LF016",110
2057,"MSP8",191
2058,"EBP",2261
2058,"PTEX150",143
2058,"PvCSS",2345
2058,"LF005",1176
2058,"LF010",65
2058,"RBP2b.P87",348
2058,"LF016",4076
2058,"MSP8",14145
2059,"EBP",51
2059,"PTEX150",202
2059,"PvCSS",155
2059,"LF005",78
2059,"LF010",52
2059,"RBP2b.P87",61
2059,"LF016",1329
2059,"MSP8",113
1916,"EBP",46.5
1916,"PTEX150",88
1916,"PvCSS",50
1916,"LF005",1871
1916,"LF010",37
1916,"RBP2b.P87",36
1916,"LF016",35
1916,"MSP8",160
1917,"EBP",49
1917,"PTEX150",158
1917,"PvCSS",309
1917,"LF005",86
1917,"LF010",46
1917,"RBP2b.P87",56
1917,"LF016",60.5
1917,"MSP8",144
1918,"EBP",56
1918,"PTEX150",75
1918,"PvCSS",104
1918,"LF005",134.5
1918,"LF010",47.5
1918,"RBP2b.P87",120
1918,"LF016",52
1918,"MSP8",109
1902,"EBP",878
1902,"PTEX150",152.5
1902,"PvCSS",454
1902,"LF005",78
1902,"LF010",378
1902,"RBP2b.P87",394.5
1902,"LF016",97
1902,"MSP8",66
2003,"EBP",636
2003,"PTEX150",1515
2003,"PvCSS",63
2003,"LF005",457
2003,"LF010",58
2003,"RBP2b.P87",197
2003,"LF016",271
2003,"MSP8",75
2235,"EBP",509.5
2235,"PTEX150",198
2235,"PvCSS",73
2235,"LF005",103
2235,"LF010",200
2235,"RBP2b.P87",791
2235,"LF016",561
2235,"MSP8",250
2232,"EBP",49.5
2232,"PTEX150",121
2232,"PvCSS",314
2232,"LF005",588.5
2232,"LF010",54
2232,"RBP2b.P87",61
2232,"LF016",1867.5
2232,"MSP8",1146
2225,"EBP",66
2225,"PTEX150",320
2225,"PvCSS",115
2225,"LF005",532.5
2225,"LF010",62
2225,"RBP2b.P87",80.5
2225,"LF016",67
2225,"MSP8",71
2226,"EBP",62.5
2226,"PTEX150",1628
2226,"PvCSS",183
2226,"LF005",64
2226,"LF010",65
2226,"RBP2b.P87",92
2226,"LF016",86
2226,"MSP8",268.5
2227,"EBP",104
2227,"PTEX150",171
2227,"PvCSS",96
2227,"LF005",88
2227,"LF010",52.5
2227,"RBP2b.P87",64
2227,"LF016",63
2227,"MSP8",84
2229,"EBP",41
2229,"PTEX150",38
2229,"PvCSS",56
2229,"LF005",70
2229,"LF010",36
2229,"RBP2b.P87",44
2229,"LF016",66
2229,"MSP8",42
2222,"EBP",1734
2222,"PTEX150",197
2222,"PvCSS",111
2222,"LF005",148.5
2222,"LF010",3942
2222,"RBP2b.P87",1416
2222,"LF016",561
2222,"MSP8",263
2224,"EBP",45
2224,"PTEX150",51
2224,"PvCSS",154
2224,"LF005",84
2224,"LF010",43
2224,"RBP2b.P87",72
2224,"LF016",101
2224,"MSP8",292.5
2223,"EBP",2282
2223,"PTEX150",92
2223,"PvCSS",522
2223,"LF005",105
2223,"LF010",3707
2223,"RBP2b.P87",382
2223,"LF016",8074
2223,"MSP8",356.5
2221,"EBP",62
2221,"PTEX150",146.5
2221,"PvCSS",85
2221,"LF005",55
2221,"LF010",78
2221,"RBP2b.P87",54
2221,"LF016",48
2221,"MSP8",1781.5
2219,"EBP",67
2219,"PTEX150",141
2219,"PvCSS",53
2219,"LF005",57
2219,"LF010",42
2219,"RBP2b.P87",50
2219,"LF016",46.5
2219,"MSP8",70.5
2220,"EBP",78.5
2220,"PTEX150",85
